Team,Game,Date,Opponent,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
DAL,62,3/2/2015,NOP,102,93,38,79,0.481,6,16,0.375,20,22,0.909,9,38,11,7,6,5,14,35,74,0.473,10,21,0.476,13,16,0.813,10,37,19,4,4,13,18
DAL,66,3/10/2015,CLE,94,127,33,81,0.407,5,20,0.25,23,33,0.697,15,42,18,6,6,16,22,44,87,0.506,15,32,0.469,24,29,0.828,12,50,25,11,5,12,28
DAL,67,3/13/2015,LAC,129,99,51,84,0.607,16,28,0.571,11,16,0.688,12,43,31,11,2,15,16,41,82,0.5,12,32,0.375,5,12,0.417,11,32,27,9,2,15,17
DAL,68,3/16/2015,OKC,119,115,42,89,0.472,10,25,0.4,25,35,0.714,8,37,27,9,2,12,27,40,90,0.444,7,26,0.269,28,35,0.8,17,59,19,8,4,21,34
DAL,69,3/18/2015,ORL,107,102,39,80,0.488,13,31,0.419,16,24,0.667,8,40,28,7,6,20,16,40,87,0.46,9,28,0.321,13,14,0.929,11,41,28,12,5,18,24
DAL,70,3/20/2015,MEM,101,112,34,76,0.447,8,22,0.364,25,36,0.694,9,41,14,6,3,17,29,41,77,0.532,8,18,0.444,22,32,0.688,6,38,19,7,3,15,30
DAL,72,3/24/2015,SAS,101,94,42,87,0.483,7,22,0.318,10,13,0.769,10,49,21,6,2,16,19,36,85,0.424,8,28,0.286,14,18,0.778,9,43,16,12,5,16,20
DAL,76,4/2/2015,HOU,101,108,37,84,0.44,8,26,0.308,19,27,0.704,9,41,23,6,5,13,29,34,77,0.442,11,31,0.355,29,40,0.725,17,55,24,9,2,18,24
DAL,77,4/4/2015,GSW,110,123,34,80,0.425,3,16,0.188,39,54,0.722,10,44,14,6,2,16,23,43,95,0.453,14,36,0.389,23,32,0.719,17,55,28,12,4,14,37
DAL,78,4/8/2015,PHO,107,104,45,94,0.479,4,18,0.222,13,16,0.813,15,47,18,3,3,8,17,40,82,0.488,8,25,0.32,16,19,0.842,8,37,22,6,5,12,25
DAL,82,4/15/2015,POR,114,98,39,86,0.453,9,25,0.36,27,34,0.794,12,54,18,9,5,14,17,38,91,0.418,7,25,0.28,15,18,0.833,12,45,20,7,4,19,22
DEN,1,10/29/2014,DET,89,79,30,85,0.353,6,24,0.25,23,31,0.742,14,51,17,7,4,15,21,31,84,0.369,6,26,0.231,11,19,0.579,8,45,15,4,5,15,27
DEN,3,11/3/2014,SAC,105,110,36,93,0.387,5,24,0.208,28,33,0.848,15,42,22,4,7,15,35,34,81,0.42,2,9,0.222,40,47,0.851,14,50,21,8,5,15,28
DEN,5,11/7/2014,CLE,101,110,40,85,0.471,11,29,0.379,10,15,0.667,8,42,22,5,5,13,22,40,84,0.476,6,23,0.261,24,33,0.727,6,42,25,5,3,8,14
DEN,7,11/12/2014,POR,113,130,39,90,0.433,8,23,0.348,27,33,0.818,15,47,21,10,2,12,24,45,88,0.511,16,33,0.485,24,29,0.828,12,46,30,7,9,14,21
DEN,11,11/19/2014,OKC,107,100,40,82,0.488,10,29,0.345,17,22,0.773,12,42,25,6,5,8,20,36,79,0.456,10,23,0.435,18,25,0.72,13,39,21,5,0,10,24
DEN,12,11/21/2014,NOP,117,97,43,82,0.524,11,24,0.458,20,25,0.8,8,41,24,8,10,10,24,31,78,0.397,5,16,0.313,30,34,0.882,8,40,19,7,3,12,22
DEN,14,11/25/2014,CHI,114,109,43,85,0.506,8,16,0.5,20,27,0.741,14,45,22,5,7,14,25,35,82,0.427,7,21,0.333,32,37,0.865,11,37,20,9,4,12,22
DEN,16,11/28/2014,PHO,122,97,41,88,0.466,8,21,0.381,32,36,0.889,16,58,20,10,3,18,27,33,85,0.388,8,23,0.348,23,29,0.793,9,34,14,4,5,15,27
DEN,18,12/2/2014,POR,103,105,41,81,0.506,7,20,0.35,14,19,0.737,7,41,21,8,2,14,19,43,86,0.5,5,22,0.227,14,17,0.824,4,37,26,7,5,12,19
DEN,22,12/10/2014,MIA,102,82,38,85,0.447,8,23,0.348,18,27,0.667,17,50,21,7,4,10,18,30,82,0.366,7,22,0.318,15,21,0.714,16,42,18,1,6,10,20
DEN,24,12/14/2014,SAS,91,99,34,83,0.41,8,16,0.5,15,21,0.714,15,45,20,10,4,21,29,34,74,0.459,5,16,0.313,26,35,0.743,11,43,26,9,11,13,20
DEN,25,12/17/2014,HOU,111,115,40,99,0.404,13,30,0.433,18,23,0.783,16,51,30,8,1,15,36,35,85,0.412,8,28,0.286,37,48,0.771,10,55,17,7,5,16,23
DEN,26,12/19/2014,LAC,109,106,38,80,0.475,11,29,0.379,22,30,0.733,9,40,30,6,1,21,24,39,85,0.459,3,18,0.167,25,33,0.758,13,39,21,14,4,11,22
DEN,27,12/20/2014,IND,76,73,30,82,0.366,2,16,0.125,14,19,0.737,9,49,14,7,7,16,20,27,88,0.307,7,23,0.304,12,17,0.706,11,50,17,5,2,14,24
DEN,30,12/26/2014,MIN,106,102,39,95,0.411,3,19,0.158,25,32,0.781,22,62,18,1,6,18,23,41,103,0.398,3,15,0.2,17,24,0.708,14,44,29,5,9,7,24
DEN,31,12/28/2014,TOR,102,116,37,87,0.425,4,17,0.235,24,34,0.706,15,49,18,3,2,10,24,43,88,0.489,10,23,0.435,20,32,0.625,13,44,23,4,5,6,23
DEN,32,12/30/2014,LAL,103,111,39,87,0.448,8,26,0.308,17,27,0.63,11,39,25,13,7,11,24,40,76,0.526,14,25,0.56,17,26,0.654,4,42,31,6,4,18,20
DEN,34,1/3/2015,MEM,114,85,41,79,0.519,7,15,0.467,25,31,0.806,8,48,21,6,8,13,14,37,86,0.43,2,14,0.143,9,13,0.692,8,37,20,6,8,12,20
DEN,36,1/7/2015,ORL,93,90,33,74,0.446,7,17,0.412,20,26,0.769,6,47,22,5,4,21,17,35,88,0.398,8,22,0.364,12,16,0.75,10,42,21,11,2,14,24
DEN,38,1/14/2015,DAL,114,107,41,82,0.5,4,19,0.211,28,35,0.8,11,51,25,6,7,16,25,41,100,0.41,9,37,0.243,16,20,0.8,10,39,24,8,5,8,25
DEN,40,1/17/2015,MIN,105,113,38,92,0.413,10,31,0.323,19,22,0.864,13,39,21,10,4,10,20,43,80,0.538,8,19,0.421,19,21,0.905,8,43,24,6,5,15,18
DEN,42,1/20/2015,SAS,99,109,37,79,0.468,5,14,0.357,20,29,0.69,12,42,26,7,0,16,23,38,84,0.452,11,27,0.407,22,27,0.815,14,44,27,10,6,16,27
DEN,43,1/23/2015,BOS,99,100,37,89,0.416,6,21,0.286,19,26,0.731,17,48,20,8,2,12,19,37,75,0.493,9,21,0.429,17,27,0.63,8,41,20,8,6,14,24
DEN,44,1/25/2015,WAS,115,117,41,101,0.406,12,29,0.414,21,28,0.75,14,45,26,7,3,9,24,48,90,0.533,4,14,0.286,17,23,0.739,10,50,29,5,2,17,27
DEN,48,1/31/2015,CHO,86,104,33,92,0.359,5,24,0.208,15,20,0.75,8,44,21,2,8,12,19,44,93,0.473,0,11,0,16,25,0.64,10,57,32,10,11,10,18
DEN,52,2/9/2015,OKC,114,124,42,87,0.483,9,28,0.321,21,29,0.724,12,38,20,7,4,10,25,43,80,0.538,12,24,0.5,26,35,0.743,9,40,24,4,5,12,23
DEN,56,2/23/2015,BRK,82,110,31,94,0.33,7,27,0.259,13,22,0.591,19,49,18,6,3,13,24,43,92,0.467,4,21,0.19,20,23,0.87,14,57,21,7,9,10,17
DEN,57,2/25/2015,PHO,96,110,31,81,0.383,12,34,0.353,22,33,0.667,10,40,22,11,5,15,19,39,91,0.429,8,24,0.333,24,32,0.75,23,65,19,9,7,19,25
DEN,58,2/27/2015,UTA,82,104,28,84,0.333,8,32,0.25,18,29,0.621,16,36,22,9,3,15,13,39,68,0.574,9,21,0.429,17,21,0.81,8,43,24,13,15,20,23
DEN,59,3/1/2015,NOP,92,99,37,92,0.402,9,33,0.273,9,17,0.529,16,44,17,10,3,11,25,36,74,0.486,5,22,0.227,22,30,0.733,9,44,22,7,4,16,19
DEN,60,3/3/2015,MIL,106,95,39,86,0.453,12,34,0.353,16,20,0.8,8,43,26,8,5,13,24,35,86,0.407,10,24,0.417,15,22,0.682,8,41,21,6,7,14,25
DEN,63,3/7/2015,HOU,100,114,38,92,0.413,9,30,0.3,15,19,0.789,12,44,23,16,8,18,28,40,86,0.465,10,28,0.357,24,32,0.75,11,48,25,11,2,22,22
DEN,64,3/9/2015,NYK,106,78,38,87,0.437,8,24,0.333,22,29,0.759,11,48,21,6,4,6,20,29,75,0.387,5,13,0.385,15,25,0.6,8,45,21,3,10,14,22
DEN,65,3/11/2015,ATL,115,102,42,84,0.5,13,31,0.419,18,20,0.9,11,44,28,8,9,19,20,34,81,0.42,9,27,0.333,25,27,0.926,8,32,18,11,3,17,18
DEN,66,3/13/2015,GSW,114,103,41,82,0.5,8,17,0.471,24,37,0.649,13,52,23,4,3,13,22,39,92,0.424,8,19,0.421,17,22,0.773,9,35,29,5,10,8,25
DEN,72,3/25/2015,PHI,85,99,29,84,0.345,8,29,0.276,19,27,0.704,13,49,13,8,4,16,22,35,84,0.417,14,34,0.412,15,22,0.682,13,49,17,14,12,16,22
DEN,73,3/27/2015,UTA,107,91,39,76,0.513,13,24,0.542,16,23,0.696,8,41,23,8,4,17,23,32,81,0.395,5,27,0.185,22,31,0.71,14,42,20,12,7,13,19
DEN,77,4/4/2015,LAC,92,107,32,85,0.376,6,22,0.273,22,31,0.71,15,44,21,7,1,15,31,34,79,0.43,13,34,0.382,26,42,0.619,13,47,24,9,7,12,27
DEN,78,4/8/2015,LAL,119,101,44,88,0.5,13,30,0.433,18,24,0.75,11,45,26,7,6,9,22,36,75,0.48,5,16,0.313,24,35,0.686,9,39,15,7,2,14,20
DEN,79,4/10/2015,DAL,143,144,53,125,0.424,15,43,0.349,22,25,0.88,27,61,29,10,1,15,26,57,109,0.523,11,29,0.379,19,24,0.792,11,49,39,8,6,17,23
DEN,80,4/12/2015,SAC,122,111,45,82,0.549,9,26,0.346,23,30,0.767,10,42,32,15,1,18,29,38,74,0.514,5,18,0.278,30,42,0.714,6,32,28,13,0,20,21
DET,3,11/1/2014,BRK,90,102,32,76,0.421,1,17,0.059,25,35,0.714,10,41,21,3,3,7,15,42,87,0.483,7,26,0.269,11,13,0.846,12,48,18,3,3,8,23
