Team,Game,Date,Opponent,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
CHO,22,12/7/2016,DET,87,77,30,88,0.341,6,21,0.286,21,29,0.724,5,51,13,7,2,5,11,34,89,0.382,4,27,0.148,5,8,0.625,7,57,21,3,8,12,18
CHO,23,12/9/2016,ORL,109,88,41,85,0.482,9,22,0.409,18,23,0.783,13,59,23,4,5,12,13,34,91,0.374,9,34,0.265,11,14,0.786,9,40,22,6,2,8,17
CHO,29,12/20/2016,LAL,117,113,43,94,0.457,11,25,0.44,20,24,0.833,16,44,30,5,2,10,13,44,90,0.489,16,33,0.485,9,11,0.818,10,40,29,5,12,12,20
CHO,30,12/23/2016,CHI,103,91,37,84,0.44,5,18,0.278,24,28,0.857,12,48,25,6,13,10,8,38,96,0.396,7,22,0.318,8,10,0.8,17,52,20,5,6,9,20
CHO,33,12/29/2016,MIA,91,82,36,93,0.387,5,26,0.192,14,18,0.778,11,54,18,9,8,8,11,33,82,0.402,10,28,0.357,6,13,0.462,4,46,26,6,10,16,19
CHO,34,12/31/2016,CLE,109,121,40,78,0.513,9,24,0.375,20,23,0.87,10,39,24,3,7,11,19,43,85,0.506,14,31,0.452,21,25,0.84,8,35,17,6,1,6,17
CHO,36,1/4/2017,OKC,123,112,37,80,0.463,9,24,0.375,40,49,0.816,10,43,25,8,10,11,21,42,96,0.438,9,30,0.3,19,23,0.826,14,51,22,6,3,14,31
CHO,42,1/18/2017,POR,107,85,41,87,0.471,11,26,0.423,14,17,0.824,8,51,28,11,7,12,13,33,94,0.351,8,31,0.258,11,11,1,15,50,18,10,12,15,11
CHO,43,1/20/2017,TOR,113,78,40,80,0.5,12,25,0.48,21,25,0.84,11,51,24,9,4,14,13,29,86,0.337,7,30,0.233,13,14,0.929,8,33,10,7,5,12,20
CHO,44,1/21/2017,BRK,112,105,39,82,0.476,14,30,0.467,20,22,0.909,6,46,26,7,4,13,18,38,88,0.432,17,41,0.415,12,15,0.8,4,40,30,9,3,12,17
CHO,45,1/23/2017,WAS,99,109,35,90,0.389,8,32,0.25,21,25,0.84,12,43,24,7,5,8,19,43,80,0.538,10,25,0.4,13,17,0.765,5,47,22,5,3,14,23
CHO,46,1/25/2017,GSW,103,113,38,92,0.413,7,23,0.304,20,21,0.952,12,43,26,6,6,14,18,39,82,0.476,11,28,0.393,24,27,0.889,5,41,23,7,14,12,19
CHO,48,1/28/2017,SAC,106,109,36,75,0.48,12,37,0.324,22,24,0.917,7,34,24,4,7,11,25,41,79,0.519,11,27,0.407,16,26,0.615,8,38,27,6,5,9,23
CHO,52,2/7/2017,BRK,111,107,40,102,0.392,7,26,0.269,24,29,0.828,12,51,19,6,7,7,17,39,86,0.453,12,36,0.333,17,21,0.81,4,45,26,3,8,15,23
CHO,53,2/9/2017,HOU,95,107,37,85,0.435,8,26,0.308,13,14,0.929,10,47,26,8,5,21,17,39,87,0.448,13,40,0.325,16,20,0.8,9,42,22,13,5,17,19
CHO,54,2/11/2017,LAC,102,107,37,85,0.435,13,37,0.351,15,20,0.75,8,40,24,6,4,8,20,40,85,0.471,14,34,0.412,13,20,0.65,10,50,26,3,6,13,21
CHO,55,2/13/2017,PHI,99,105,34,78,0.436,11,31,0.355,20,26,0.769,3,33,19,11,5,15,17,41,86,0.477,12,33,0.364,11,17,0.647,9,51,24,9,5,18,21
CHO,63,3/6/2017,IND,100,88,35,86,0.407,11,31,0.355,19,21,0.905,13,50,21,10,2,10,8,37,81,0.457,12,30,0.4,2,3,0.667,6,41,29,3,5,15,17
CHO,65,3/10/2017,ORL,121,81,47,79,0.595,10,21,0.476,17,20,0.85,6,43,34,6,5,7,17,31,76,0.408,5,27,0.185,14,22,0.636,8,31,19,4,2,10,24
CHO,66,3/11/2017,NOP,122,125,46,102,0.451,13,46,0.283,17,20,0.85,11,50,32,5,1,9,14,50,99,0.505,14,34,0.412,11,16,0.688,9,47,33,4,4,10,16
CHO,67,3/13/2017,CHI,109,115,43,93,0.462,7,29,0.241,16,19,0.842,11,44,25,4,3,6,18,41,92,0.446,14,40,0.35,19,22,0.864,12,50,29,6,5,10,20
CHO,69,3/18/2017,WAS,98,93,35,82,0.427,9,24,0.375,19,27,0.704,6,41,23,8,8,7,20,29,79,0.367,11,33,0.333,24,31,0.774,8,44,21,6,7,12,21
CHO,70,3/20/2017,ATL,105,90,40,80,0.5,12,30,0.4,13,20,0.65,5,33,28,12,4,7,13,37,84,0.44,12,37,0.324,4,10,0.4,12,45,26,3,5,15,17
CHO,72,3/24/2017,CLE,105,112,38,90,0.422,10,38,0.263,19,24,0.792,14,42,18,6,4,9,17,41,74,0.554,9,25,0.36,21,24,0.875,3,38,26,6,5,12,22
CHO,73,3/26/2017,PHO,120,106,42,87,0.483,14,30,0.467,22,24,0.917,8,41,29,8,2,7,14,41,81,0.506,6,16,0.375,18,22,0.818,8,39,25,6,3,12,17
CHO,74,3/28/2017,MIL,108,118,39,80,0.488,7,28,0.25,23,29,0.793,5,31,25,7,1,2,12,46,74,0.622,14,30,0.467,12,17,0.706,3,42,31,1,3,14,26
CHO,76,3/31/2017,DEN,122,114,40,86,0.465,17,36,0.472,25,30,0.833,10,43,26,10,11,6,17,45,90,0.5,16,33,0.485,8,11,0.727,10,49,32,4,1,13,19
CHO,79,4/5/2017,MIA,99,112,35,78,0.449,8,25,0.32,21,24,0.875,4,36,19,2,7,6,15,40,84,0.476,21,40,0.525,11,12,0.917,7,40,23,5,7,6,16
CHO,80,4/8/2017,BOS,114,121,38,84,0.452,9,28,0.321,29,32,0.906,7,42,22,5,5,7,15,45,87,0.517,17,39,0.436,14,17,0.824,5,43,35,2,5,9,19
CHI,1,10/27/2016,BOS,105,99,36,92,0.391,11,25,0.44,22,30,0.733,18,55,25,5,1,12,21,38,76,0.5,8,23,0.348,15,24,0.625,3,36,22,6,6,11,25
CHI,2,10/29/2016,IND,118,101,45,86,0.523,9,21,0.429,19,21,0.905,13,47,34,8,6,12,14,43,88,0.489,7,18,0.389,8,9,0.889,8,33,34,8,7,13,16
CHI,5,11/4/2016,NYK,104,117,37,84,0.44,8,23,0.348,22,27,0.815,15,42,15,4,4,12,16,46,89,0.517,9,21,0.429,16,21,0.762,11,40,32,7,2,5,23
CHI,7,11/7/2016,ORL,112,80,42,89,0.472,3,19,0.158,25,31,0.806,15,56,26,7,4,8,11,33,85,0.388,9,30,0.3,5,6,0.833,6,39,28,6,6,14,23
CHI,10,11/12/2016,WAS,106,95,39,97,0.402,5,15,0.333,23,25,0.92,15,52,21,7,6,10,20,38,91,0.418,4,13,0.308,15,18,0.833,13,49,19,3,7,12,22
CHI,17,11/30/2016,LAL,90,96,32,91,0.352,4,21,0.19,22,29,0.759,14,46,22,15,11,14,26,33,81,0.407,2,8,0.25,28,41,0.683,18,60,17,12,3,23,24
CHI,18,12/2/2016,CLE,111,105,47,96,0.49,3,18,0.167,14,17,0.824,16,49,31,11,4,12,16,45,83,0.542,10,26,0.385,5,10,0.5,6,33,30,5,1,18,15
CHI,20,12/5/2016,POR,110,112,35,83,0.422,7,23,0.304,33,38,0.868,15,50,16,8,11,15,17,45,93,0.484,9,24,0.375,13,18,0.722,10,38,25,9,8,9,27
CHI,22,12/8/2016,SAS,95,91,35,80,0.438,4,17,0.235,21,27,0.778,11,51,24,7,5,20,13,39,97,0.402,9,28,0.321,4,5,0.8,11,43,21,12,8,12,18
CHI,23,12/10/2016,MIA,105,100,38,84,0.452,1,8,0.125,28,31,0.903,12,47,17,8,6,11,15,42,91,0.462,5,20,0.25,11,18,0.611,14,43,25,5,5,12,22
CHI,24,12/13/2016,MIN,94,99,38,87,0.437,4,15,0.267,14,19,0.737,13,42,20,7,6,9,16,38,86,0.442,6,21,0.286,17,22,0.773,14,48,24,3,8,14,14
CHI,26,12/16/2016,MIL,69,95,28,92,0.304,5,21,0.238,8,15,0.533,19,50,17,7,2,12,14,38,82,0.463,10,25,0.4,9,13,0.692,11,53,26,7,4,11,14
CHI,27,12/19/2016,DET,113,82,49,82,0.598,8,16,0.5,7,7,1,9,46,34,9,5,13,13,34,83,0.41,3,23,0.13,11,13,0.846,10,32,19,8,3,11,8
CHI,28,12/21/2016,WAS,97,107,38,95,0.4,6,21,0.286,15,19,0.789,17,49,25,4,5,14,18,43,82,0.524,3,18,0.167,18,25,0.72,6,44,23,7,3,10,20
CHI,31,12/26/2016,IND,90,85,32,83,0.386,6,25,0.24,20,28,0.714,16,48,17,10,3,13,15,34,81,0.42,9,25,0.36,8,10,0.8,9,40,26,5,5,16,21
CHI,32,12/28/2016,BRK,101,99,35,88,0.398,3,13,0.231,28,29,0.966,17,54,20,8,8,18,17,37,86,0.43,13,32,0.406,12,16,0.75,9,37,21,9,6,14,22
CHI,34,12/31/2016,MIL,96,116,33,83,0.398,10,27,0.37,20,28,0.714,14,37,23,9,5,11,21,43,76,0.566,9,15,0.6,21,27,0.778,8,42,29,7,8,12,19
CHI,35,1/2/2017,CHO,118,111,42,90,0.467,7,23,0.304,27,29,0.931,15,45,23,10,9,10,17,41,83,0.494,9,19,0.474,20,22,0.909,7,34,24,7,3,14,19
CHI,37,1/7/2017,TOR,123,118,38,97,0.392,11,28,0.393,36,39,0.923,17,60,25,5,2,14,27,37,85,0.435,8,31,0.258,36,43,0.837,6,41,20,11,5,10,22
CHI,38,1/9/2017,OKC,94,109,34,83,0.41,7,19,0.368,19,22,0.864,9,38,18,7,2,11,13,47,83,0.566,7,24,0.292,8,11,0.727,6,42,30,5,5,12,17
CHI,41,1/14/2017,NOP,107,99,43,101,0.426,8,20,0.4,13,23,0.565,21,63,22,10,6,10,20,39,84,0.464,7,23,0.304,14,21,0.667,6,42,27,3,6,11,19
CHI,43,1/17/2017,DAL,98,99,37,82,0.451,6,14,0.429,18,22,0.818,11,43,23,6,3,13,22,37,78,0.474,11,28,0.393,14,18,0.778,6,36,27,5,2,12,21
CHI,45,1/21/2017,SAC,102,99,34,83,0.41,6,17,0.353,28,33,0.848,14,48,22,7,7,11,18,37,84,0.44,9,26,0.346,16,21,0.762,9,40,20,7,5,9,23
CHI,47,1/25/2017,ATL,114,119,43,94,0.457,8,27,0.296,20,26,0.769,12,41,18,6,5,6,16,43,83,0.518,17,30,0.567,16,19,0.842,6,39,29,5,5,13,20
CHI,48,1/27/2017,MIA,88,100,33,78,0.423,3,13,0.231,19,25,0.76,9,43,19,7,9,21,12,41,89,0.461,9,24,0.375,9,11,0.818,7,40,25,14,2,10,17
CHI,49,1/29/2017,PHI,121,108,45,89,0.506,8,14,0.571,23,28,0.821,10,49,29,8,5,10,11,44,99,0.444,10,28,0.357,10,14,0.714,11,43,26,8,8,12,22
CHI,56,2/14/2017,TOR,105,94,35,73,0.479,7,17,0.412,28,35,0.8,7,37,22,8,5,17,23,35,77,0.455,5,20,0.25,19,24,0.792,8,34,15,9,1,16,26
CHI,57,2/16/2017,BOS,104,103,38,90,0.422,6,25,0.24,22,22,1,15,51,23,2,6,7,13,36,77,0.468,14,37,0.378,17,20,0.85,4,31,24,2,4,7,18
CHI,58,2/24/2017,PHO,128,121,46,98,0.469,12,26,0.462,24,31,0.774,11,46,31,14,4,12,21,49,93,0.527,8,24,0.333,15,25,0.6,8,43,27,8,6,18,23
CHI,60,2/28/2017,DEN,107,125,44,96,0.458,10,26,0.385,9,10,0.9,11,35,26,10,3,12,19,45,80,0.563,13,30,0.433,22,24,0.917,6,45,26,6,2,16,16
CHI,61,3/2/2017,GSW,94,87,36,82,0.439,5,19,0.263,17,21,0.81,7,49,19,9,5,15,15,34,88,0.386,6,30,0.2,13,14,0.929,6,41,23,10,6,15,18
CHI,62,3/4/2017,LAC,91,101,35,83,0.422,6,17,0.353,15,20,0.75,14,45,26,11,0,19,24,41,85,0.482,6,25,0.24,13,16,0.813,11,37,20,7,5,14,17
CHI,65,3/10/2017,HOU,94,115,38,98,0.388,9,39,0.231,9,12,0.75,11,49,24,9,4,18,21,37,89,0.416,15,47,0.319,26,32,0.813,11,54,26,11,4,17,15
CHI,68,3/15/2017,MEM,91,98,34,91,0.374,11,28,0.393,12,15,0.8,14,45,22,6,6,5,19,36,85,0.424,11,31,0.355,15,18,0.833,14,52,26,2,3,11,19
CHI,70,3/18/2017,UTA,95,86,38,80,0.475,7,19,0.368,12,14,0.857,7,39,24,7,9,10,18,31,81,0.383,7,25,0.28,17,25,0.68,17,49,15,6,8,14,12
CHI,72,3/22/2017,DET,117,95,47,80,0.588,11,23,0.478,12,19,0.632,7,36,36,12,2,11,20,39,88,0.443,7,20,0.35,10,17,0.588,16,44,18,6,1,15,17
CHI,73,3/24/2017,PHI,107,117,37,91,0.407,10,24,0.417,23,31,0.742,15,39,22,9,5,14,15,46,83,0.554,8,25,0.32,17,23,0.739,11,46,23,10,4,18,22
CHI,75,3/30/2017,CLE,99,93,38,90,0.422,12,25,0.48,11,18,0.611,15,51,26,11,3,12,15,37,83,0.446,10,27,0.37,9,16,0.563,9,44,23,6,5,15,22
CHI,76,4/1/2017,ATL,106,104,40,85,0.471,12,30,0.4,14,14,1,6,40,25,6,4,12,17,40,90,0.444,11,28,0.393,13,17,0.765,11,45,25,4,1,13,16
CHI,81,4/10/2017,ORL,122,75,48,89,0.539,12,26,0.462,14,16,0.875,11,54,33,12,4,12,16,29,84,0.345,5,27,0.185,12,16,0.75,9,37,18,5,5,16,18
CHI,82,4/12/2017,BRK,112,73,41,95,0.432,14,30,0.467,16,21,0.762,14,62,28,15,4,12,18,28,86,0.326,3,33,0.091,14,18,0.778,10,48,17,8,3,18,16
CLE,1,10/25/2016,NYK,117,88,45,94,0.479,13,35,0.371,14,19,0.737,11,51,31,12,5,14,22,32,87,0.368,9,27,0.333,15,20,0.75,13,42,17,6,6,18,22
CLE,3,10/29/2016,ORL,105,99,36,88,0.409,11,37,0.297,22,30,0.733,13,40,17,8,6,9,27,38,84,0.452,8,28,0.286,15,26,0.577,13,50,21,6,5,20,23
CLE,4,11/1/2016,HOU,128,120,43,83,0.518,16,32,0.5,26,31,0.839,12,46,22,4,2,11,21,43,90,0.478,17,44,0.386,17,25,0.68,11,32,30,5,2,7,25
CLE,5,11/3/2016,BOS,128,122,41,84,0.488,14,34,0.412,32,37,0.865,7,42,24,6,6,8,19,46,96,0.479,11,32,0.344,19,22,0.864,10,39,25,4,6,8,28
CLE,7,11/8/2016,ATL,106,110,37,99,0.374,11,42,0.262,21,25,0.84,13,39,21,12,1,6,20,41,81,0.506,11,29,0.379,17,24,0.708,11,50,22,1,4,19,21
CLE,9,11/13/2016,CHO,100,93,39,92,0.424,14,38,0.368,8,15,0.533,12,53,25,3,8,9,13,36,95,0.379,11,29,0.379,10,12,0.833,10,45,23,7,3,5,19
CLE,10,11/15/2016,TOR,121,117,44,83,0.53,13,33,0.394,20,28,0.714,10,46,26,4,7,17,18,46,96,0.479,13,29,0.448,12,18,0.667,12,40,24,11,5,8,25
CLE,12,11/18/2016,DET,104,81,40,83,0.482,11,25,0.44,13,14,0.929,5,52,26,4,8,13,14,29,93,0.312,6,19,0.316,17,20,0.85,11,44,23,5,4,7,15
CLE,13,11/23/2016,POR,137,125,48,90,0.533,21,36,0.583,20,27,0.741,9,41,30,6,3,10,15,47,90,0.522,13,29,0.448,18,19,0.947,9,38,27,6,6,9,23
CLE,14,11/25/2016,DAL,128,90,43,85,0.506,20,43,0.465,22,24,0.917,9,47,30,9,3,14,16,37,91,0.407,8,35,0.229,8,12,0.667,11,39,29,5,4,13,21
CLE,17,12/1/2016,LAC,94,113,28,69,0.406,9,24,0.375,29,39,0.744,6,36,12,5,3,18,24,42,89,0.472,13,31,0.419,16,24,0.667,14,47,33,7,3,11,32
CLE,21,12/9/2016,MIA,114,84,46,83,0.554,9,24,0.375,13,19,0.684,11,47,23,7,9,11,16,31,90,0.344,6,27,0.222,16,21,0.762,23,46,18,6,3,13,18
CLE,22,12/10/2016,CHO,116,105,42,73,0.575,13,31,0.419,19,28,0.679,7,40,25,8,2,17,24,39,86,0.453,10,27,0.37,17,24,0.708,12,39,24,5,0,14,24
CLE,23,12/13/2016,MEM,103,86,37,81,0.457,12,31,0.387,17,23,0.739,10,46,21,8,4,17,16,35,86,0.407,4,22,0.182,12,15,0.8,11,43,19,10,6,15,23
CLE,25,12/17/2016,LAL,119,108,46,89,0.517,15,33,0.455,12,18,0.667,11,44,30,8,3,8,12,41,86,0.477,16,37,0.432,10,13,0.769,10,41,30,3,2,11,16
CLE,27,12/21/2016,MIL,113,102,43,87,0.494,15,27,0.556,12,19,0.632,9,42,30,3,7,11,20,36,77,0.468,9,22,0.409,21,29,0.724,6,39,24,7,8,8,21
CLE,28,12/23/2016,BRK,119,99,45,99,0.455,8,35,0.229,21,24,0.875,11,51,28,12,4,11,20,38,85,0.447,8,30,0.267,15,18,0.833,7,44,22,6,7,19,22
CLE,29,12/25/2016,GSW,109,108,37,95,0.389,12,35,0.343,23,32,0.719,18,44,20,14,2,12,19,37,77,0.481,9,30,0.3,25,29,0.862,5,42,25,8,4,19,24
CLE,31,12/29/2016,BOS,124,118,43,83,0.518,14,38,0.368,24,33,0.727,13,46,29,7,3,18,16,43,85,0.506,12,37,0.324,20,21,0.952,6,29,26,15,4,11,23
CLE,33,1/2/2017,NOP,90,82,34,90,0.378,6,31,0.194,16,22,0.727,11,56,16,9,4,11,13,32,88,0.364,11,26,0.423,7,10,0.7,8,45,26,6,6,13,18
CLE,34,1/4/2017,CHI,94,106,34,83,0.41,8,25,0.32,18,24,0.75,16,44,13,6,2,15,16,41,85,0.482,13,30,0.433,11,15,0.733,12,43,23,8,3,12,18
CLE,41,1/19/2017,PHO,118,103,43,85,0.506,19,42,0.452,13,19,0.684,4,36,29,7,6,12,24,37,85,0.435,4,19,0.211,25,31,0.806,15,46,23,10,4,14,22
CLE,42,1/21/2017,SAS,115,118,45,91,0.495,13,34,0.382,12,22,0.545,11,47,25,7,1,18,16,48,96,0.5,10,26,0.385,12,14,0.857,10,46,32,6,6,13,22
CLE,44,1/25/2017,SAC,112,116,40,82,0.488,15,38,0.395,17,34,0.5,13,47,29,9,6,18,21,43,95,0.453,11,31,0.355,19,22,0.864,11,47,29,13,3,11,28
CLE,45,1/27/2017,BRK,124,116,49,92,0.533,13,36,0.361,13,20,0.65,9,47,26,4,5,14,14,43,87,0.494,16,33,0.485,14,16,0.875,4,37,23,9,2,10,15
CLE,46,1/29/2017,OKC,107,91,41,92,0.446,8,29,0.276,17,22,0.773,8,51,22,9,6,10,16,37,100,0.37,6,26,0.231,11,16,0.688,13,55,20,5,4,16,19
CLE,48,2/1/2017,MIN,125,97,48,89,0.539,15,37,0.405,14,22,0.636,12,48,37,10,10,10,13,41,94,0.436,7,21,0.333,8,10,0.8,12,38,26,7,3,13,19
CLE,53,2/11/2017,DEN,125,109,46,84,0.548,15,30,0.5,18,22,0.818,8,45,30,9,3,15,16,39,97,0.402,12,37,0.324,19,22,0.864,17,45,23,8,4,12,22
CLE,55,2/15/2017,IND,113,104,39,82,0.476,18,39,0.462,17,19,0.895,9,40,23,6,2,8,19,40,86,0.465,12,24,0.5,12,14,0.857,13,43,30,2,1,11,17
CLE,56,2/23/2017,NYK,119,104,46,87,0.529,15,38,0.395,12,15,0.8,8,44,29,5,10,12,16,42,101,0.416,8,26,0.308,12,17,0.706,16,50,24,4,7,12,19
CLE,57,2/25/2017,CHI,99,117,37,80,0.463,14,37,0.378,11,15,0.733,4,40,24,5,3,12,17,46,93,0.495,15,30,0.5,10,16,0.625,10,47,34,6,0,7,13
CLE,58,2/27/2017,MIL,102,95,35,70,0.5,10,28,0.357,22,26,0.846,4,45,20,4,2,16,11,37,83,0.446,11,30,0.367,10,16,0.625,5,33,27,3,5,8,23
CLE,62,3/6/2017,MIA,98,106,35,78,0.449,9,27,0.333,19,29,0.655,11,52,15,3,6,17,15,39,91,0.429,16,35,0.457,12,14,0.857,8,38,23,7,6,7,19
CLE,66,3/14/2017,DET,128,96,46,77,0.597,19,30,0.633,17,23,0.739,3,41,29,4,3,9,18,37,99,0.374,4,19,0.211,18,19,0.947,16,45,20,6,1,8,19
CLE,67,3/16/2017,UTA,91,83,36,86,0.419,9,33,0.273,10,19,0.526,11,52,14,6,2,10,12,34,82,0.415,5,21,0.238,10,14,0.714,10,47,18,6,3,16,16
CLE,72,3/25/2017,WAS,115,127,41,83,0.494,12,33,0.364,21,27,0.778,11,32,24,6,6,13,18,49,82,0.598,8,18,0.444,21,26,0.808,11,40,24,10,4,11,23
CLE,75,3/31/2017,PHI,122,105,50,95,0.526,13,29,0.448,9,16,0.563,13,49,30,8,4,8,16,40,82,0.488,11,33,0.333,14,19,0.737,7,42,26,7,2,17,21
CLE,76,4/2/2017,IND,135,130,47,95,0.495,18,43,0.419,23,33,0.697,15,56,29,7,4,13,19,48,105,0.457,16,41,0.39,18,20,0.9,12,46,32,6,3,9,24
CLE,77,4/4/2017,ORL,122,102,44,82,0.537,18,36,0.5,16,21,0.762,5,42,30,9,3,12,18,33,86,0.384,11,33,0.333,25,26,0.962,11,43,23,8,3,14,21
CLE,79,4/7/2017,ATL,100,114,39,81,0.481,9,36,0.25,13,17,0.765,3,38,23,5,3,13,10,45,89,0.506,16,37,0.432,8,8,1,6,42,39,7,3,11,17
CLE,82,4/12/2017,TOR,83,98,28,76,0.368,10,37,0.27,17,24,0.708,10,42,20,5,7,15,14,40,86,0.465,8,26,0.308,10,16,0.625,12,48,20,8,2,8,20
DAL,2,10/28/2016,HOU,98,106,35,80,0.438,8,29,0.276,20,24,0.833,6,34,13,11,2,9,21,33,70,0.471,15,32,0.469,25,31,0.806,5,41,21,6,1,18,22
DAL,5,11/4/2016,POR,95,105,34,83,0.41,10,28,0.357,17,20,0.85,7,44,18,5,3,12,21,36,80,0.45,12,31,0.387,21,26,0.808,7,42,21,9,3,14,20
DAL,6,11/6/2016,MIL,86,75,33,88,0.375,9,38,0.237,11,12,0.917,10,46,14,12,2,15,20,30,82,0.366,6,29,0.207,9,12,0.75,9,51,14,11,2,27,26
DAL,11,11/18/2016,MEM,64,80,21,73,0.288,5,25,0.2,17,22,0.773,10,45,9,3,7,17,14,31,77,0.403,9,25,0.36,9,12,0.75,7,48,16,7,3,12,25
DAL,14,11/23/2016,LAC,104,124,38,84,0.452,11,24,0.458,17,18,0.944,10,44,23,7,3,16,24,43,85,0.506,15,32,0.469,23,31,0.742,6,43,26,11,4,9,17
DAL,16,11/27/2016,NOP,91,81,32,77,0.416,10,27,0.37,17,20,0.85,11,46,19,7,3,12,18,30,77,0.39,5,20,0.25,16,18,0.889,10,42,17,8,3,13,19
DAL,17,11/30/2016,SAS,87,94,33,77,0.429,10,30,0.333,11,14,0.786,8,37,16,5,3,11,18,33,71,0.465,11,19,0.579,17,24,0.708,7,42,16,7,6,11,11
DAL,19,12/3/2016,CHI,107,82,40,87,0.46,13,31,0.419,14,18,0.778,13,42,31,11,2,10,19,32,71,0.451,3,13,0.231,15,21,0.714,11,43,9,4,5,20,22
DAL,20,12/5/2016,CHO,101,109,37,89,0.416,13,36,0.361,14,18,0.778,9,35,23,4,2,7,19,40,79,0.506,3,18,0.167,26,28,0.929,9,53,21,2,5,12,19
DAL,21,12/7/2016,SAC,89,120,32,78,0.41,10,30,0.333,15,20,0.75,9,40,17,7,5,20,22,47,84,0.56,10,22,0.455,16,21,0.762,6,40,28,10,3,14,23
DAL,22,12/9/2016,IND,111,103,39,80,0.488,15,32,0.469,18,24,0.75,5,33,23,8,1,8,19,32,69,0.464,14,25,0.56,25,26,0.962,4,38,21,5,4,13,18
DAL,24,12/12/2016,DEN,112,92,45,77,0.584,12,26,0.462,10,12,0.833,8,34,22,9,7,9,15,35,83,0.422,7,25,0.28,15,18,0.833,20,43,19,6,3,16,15
DAL,25,12/14/2016,DET,85,95,32,78,0.41,8,25,0.32,13,16,0.813,6,30,19,13,3,11,22,36,71,0.507,5,17,0.294,18,22,0.818,10,50,18,4,2,19,19
DAL,27,12/18/2016,SAC,99,79,34,77,0.442,13,33,0.394,18,22,0.818,6,44,20,10,6,11,13,30,76,0.395,8,31,0.258,11,17,0.647,6,42,16,7,4,15,21
DAL,32,12/27/2016,HOU,107,123,36,87,0.414,15,38,0.395,20,25,0.8,12,38,22,6,5,9,18,41,78,0.526,17,32,0.531,24,28,0.857,10,47,23,7,5,16,22
DAL,35,1/3/2017,WAS,113,105,37,78,0.474,17,32,0.531,22,24,0.917,2,42,20,4,3,12,21,41,92,0.446,11,30,0.367,12,14,0.857,5,38,27,6,7,9,19
DAL,36,1/5/2017,PHO,95,102,36,79,0.456,9,29,0.31,14,17,0.824,7,31,18,6,7,10,20,38,85,0.447,7,17,0.412,19,22,0.864,18,53,15,4,3,15,21
DAL,37,1/7/2017,ATL,82,97,32,82,0.39,9,36,0.25,9,10,0.9,6,41,18,7,3,14,25,30,74,0.405,11,22,0.5,26,32,0.813,6,47,19,8,1,10,15
DAL,40,1/15/2017,MIN,98,87,36,77,0.468,12,29,0.414,14,19,0.737,6,41,21,8,8,11,18,35,80,0.438,5,21,0.238,12,18,0.667,10,44,20,7,1,12,16
DAL,43,1/20/2017,UTA,107,112,39,87,0.448,8,23,0.348,21,28,0.75,9,43,21,4,2,12,26,38,83,0.458,8,23,0.348,28,39,0.718,15,53,17,8,5,14,26
DAL,44,1/22/2017,LAL,122,73,43,87,0.494,17,39,0.436,19,19,1,13,49,27,9,4,10,15,28,73,0.384,3,21,0.143,14,17,0.824,5,32,11,3,4,17,20
DAL,45,1/25/2017,NYK,103,95,39,83,0.47,6,26,0.231,19,24,0.792,7,36,19,10,7,7,12,39,92,0.424,7,23,0.304,10,12,0.833,18,55,17,4,2,18,21
DAL,48,1/30/2017,CLE,104,97,39,86,0.453,9,32,0.281,17,18,0.944,9,40,19,11,2,9,17,35,75,0.467,12,32,0.375,15,21,0.714,6,42,17,6,3,17,17
DAL,49,2/1/2017,PHI,113,95,40,86,0.465,10,26,0.385,23,28,0.821,15,51,22,10,4,11,19,35,77,0.455,6,22,0.273,19,26,0.731,5,39,21,5,2,13,21
DAL,52,2/7/2017,POR,113,114,37,75,0.493,12,28,0.429,27,32,0.844,2,30,16,6,6,7,22,42,86,0.488,11,28,0.393,19,24,0.792,18,55,17,6,2,15,26
DAL,53,2/9/2017,UTA,112,105,44,87,0.506,5,20,0.25,19,25,0.76,6,37,21,12,3,11,19,39,85,0.459,13,29,0.448,14,17,0.824,11,43,26,8,3,21,26
DAL,54,2/11/2017,ORL,112,80,45,91,0.495,17,35,0.486,5,6,0.833,12,51,32,10,3,14,17,32,82,0.39,3,23,0.13,13,18,0.722,11,40,16,8,5,14,16
DAL,55,2/13/2017,BOS,98,111,35,77,0.455,9,27,0.333,19,25,0.76,4,37,21,7,2,12,16,40,81,0.494,16,34,0.471,15,18,0.833,7,41,28,5,3,12,25
DAL,58,2/25/2017,NOP,96,83,36,78,0.462,12,26,0.462,12,16,0.75,7,43,24,12,4,17,25,31,78,0.397,5,24,0.208,16,25,0.64,9,45,21,7,2,19,19
DAL,59,2/27/2017,MIA,96,89,33,76,0.434,9,18,0.5,21,23,0.913,11,42,18,5,2,13,13,37,83,0.446,9,26,0.346,6,13,0.462,13,45,21,11,4,13,18
